AgentID,longitude,latitude,mode,food_consumed,visit_water_source,target_present,target_lon,target_lat,target_name
bull_0,8571313.360406002,1042601.1266485305,TargetedWalk,0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,ForagingMode,14.0,True,False,,,food
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
bull_0,8571313.360406002,1042601.1266485305,RandomWalk,14.0,True,False,,,
